basin,year,storm_name,timestamp,data1d_file,env_path,data3d_path,data3d_exists,split,future_direction24,future_inte_change24,has_history12,has_history24,delta_lon_norm,delta_lat_norm
SI,1973,ANNIE,1973112100,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112100.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112100_sst_z_u_v.nc,True,unknown,1,3,False,False,,
SI,1973,ANNIE,1973112106,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112106.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112106_sst_z_u_v.nc,True,unknown,1,0,False,False,,
SI,1973,ANNIE,1973112112,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112112.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112112_sst_z_u_v.nc,True,unknown,1,0,True,False,,
SI,1973,ANNIE,1973112118,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112118.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112118_sst_z_u_v.nc,True,unknown,0,0,True,False,,
SI,1973,ANNIE,1973112200,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112200.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112200_sst_z_u_v.nc,True,unknown,0,0,True,True,,
SI,1973,ANNIE,1973112206,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112206.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112206_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973112212,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112212.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112212_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973112218,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112218.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112218_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973112300,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112300.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112300_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973112306,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112306.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112306_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973112312,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112312.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112312_sst_z_u_v.nc,True,unknown,0,0,True,True,,
SI,1973,ANNIE,1973112318,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112318.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112318_sst_z_u_v.nc,True,unknown,1,0,True,True,,
SI,1973,ANNIE,1973112400,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112400.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112400_sst_z_u_v.nc,True,unknown,1,0,True,True,,
SI,1973,ANNIE,1973112406,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112406.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112406_sst_z_u_v.nc,True,unknown,1,0,True,True,,
SI,1973,ANNIE,1973112412,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112412.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112412_sst_z_u_v.nc,True,unknown,1,1,True,True,,
SI,1973,ANNIE,1973112418,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112418.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112418_sst_z_u_v.nc,True,unknown,1,1,True,True,,
SI,1973,ANNIE,1973112500,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112500.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112500_sst_z_u_v.nc,True,unknown,1,1,True,True,,
SI,1973,ANNIE,1973112506,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112506.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112506_sst_z_u_v.nc,True,unknown,1,2,True,True,,
SI,1973,ANNIE,1973112512,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112512.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112512_sst_z_u_v.nc,True,unknown,0,2,True,True,,
SI,1973,ANNIE,1973112518,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112518.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112518_sst_z_u_v.nc,True,unknown,0,2,True,True,,
SI,1973,ANNIE,1973112600,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112600.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112600_sst_z_u_v.nc,True,unknown,7,3,True,True,,
SI,1973,ANNIE,1973112606,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112606.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112606_sst_z_u_v.nc,True,unknown,7,3,True,True,,
SI,1973,ANNIE,1973112612,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112612.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112612_sst_z_u_v.nc,True,unknown,7,3,True,True,,
SI,1973,ANNIE,1973112618,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112618.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112618_sst_z_u_v.nc,True,unknown,7,3,True,True,,
SI,1973,ANNIE,1973112700,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112700.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112700_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973112706,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112706.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112706_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973112712,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112712.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112712_sst_z_u_v.nc,True,unknown,1,0,True,True,,
SI,1973,ANNIE,1973112718,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112718.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112718_sst_z_u_v.nc,True,unknown,1,0,True,True,,
SI,1973,ANNIE,1973112800,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112800.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112800_sst_z_u_v.nc,True,unknown,2,0,True,True,,
SI,1973,ANNIE,1973112806,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112806.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112806_sst_z_u_v.nc,True,unknown,2,0,True,True,,
SI,1973,ANNIE,1973112812,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112812.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112812_sst_z_u_v.nc,True,unknown,2,0,True,True,,
SI,1973,ANNIE,1973112818,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112818.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112818_sst_z_u_v.nc,True,unknown,2,0,True,True,,
SI,1973,ANNIE,1973112900,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112900.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112900_sst_z_u_v.nc,True,unknown,2,0,True,True,,
SI,1973,ANNIE,1973112906,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112906.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112906_sst_z_u_v.nc,True,unknown,1,0,True,True,,
SI,1973,ANNIE,1973112912,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112912.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112912_sst_z_u_v.nc,True,unknown,1,3,True,True,,
SI,1973,ANNIE,1973112918,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973112918.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973112918_sst_z_u_v.nc,True,unknown,1,3,True,True,,
SI,1973,ANNIE,1973113000,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973113000.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973113000_sst_z_u_v.nc,True,unknown,0,3,True,True,,
SI,1973,ANNIE,1973113006,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973113006.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973113006_sst_z_u_v.nc,True,unknown,0,2,True,True,,
SI,1973,ANNIE,1973113012,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973113012.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973113012_sst_z_u_v.nc,True,unknown,6,2,True,True,,
SI,1973,ANNIE,1973113018,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973113018.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973113018_sst_z_u_v.nc,True,unknown,5,2,True,True,,
SI,1973,ANNIE,1973120100,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120100.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120100_sst_z_u_v.nc,True,unknown,4,2,True,True,,
SI,1973,ANNIE,1973120106,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120106.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120106_sst_z_u_v.nc,True,unknown,4,2,True,True,,
SI,1973,ANNIE,1973120112,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120112.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120112_sst_z_u_v.nc,True,unknown,4,2,True,True,,
SI,1973,ANNIE,1973120118,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120118.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120118_sst_z_u_v.nc,True,unknown,4,2,True,True,,
SI,1973,ANNIE,1973120200,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120200.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120200_sst_z_u_v.nc,True,unknown,4,2,True,True,,
SI,1973,ANNIE,1973120206,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120206.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120206_sst_z_u_v.nc,True,unknown,4,3,True,True,,
SI,1973,ANNIE,1973120212,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120212.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120212_sst_z_u_v.nc,True,unknown,4,3,True,True,,
SI,1973,ANNIE,1973120218,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120218.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120218_sst_z_u_v.nc,True,unknown,4,3,True,True,,
SI,1973,ANNIE,1973120300,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120300.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120300_sst_z_u_v.nc,True,unknown,4,3,True,True,,
SI,1973,ANNIE,1973120306,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120306.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120306_sst_z_u_v.nc,True,unknown,4,3,True,True,,
SI,1973,ANNIE,1973120312,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120312.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120312_sst_z_u_v.nc,True,unknown,4,2,True,True,,
SI,1973,ANNIE,1973120318,SI1973BSTANNIE.txt,Env-Data/SI/1973/ANNIE/1973120318.npy,Data3D/SI/1973/ANNIE/TCND_ANNIE_1973120318_sst_z_u_v.nc,True,unknown,4,2,True,True,,
