basin,year,storm_name,timestamp,data1d_file,env_path,data3d_path,data3d_exists,split,future_direction24,future_inte_change24,has_history12,has_history24,delta_lon_norm,delta_lat_norm
NI,1992,FORREST,1992111606,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111606.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111606_sst_z_u_v.nc,True,val,4,0,False,False,-0.9130000000000003,0.08899999999999997
NI,1992,FORREST,1992111612,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111612.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111612_sst_z_u_v.nc,True,val,4,0,False,False,-0.879999999999999,0.14700000000000002
NI,1992,FORREST,1992111618,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111618.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111618_sst_z_u_v.nc,True,val,4,0,True,False,-0.8130000000000024,0.2599999999999998
NI,1992,FORREST,1992111700,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111700.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111700_sst_z_u_v.nc,True,val,5,0,True,False,-0.7070000000000007,0.3860000000000001
NI,1992,FORREST,1992111706,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111706.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111706_sst_z_u_v.nc,True,val,5,0,True,True,-0.5400000000000027,0.5599999999999998
NI,1992,FORREST,1992111712,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111712.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111712_sst_z_u_v.nc,True,val,5,0,True,True,-0.40700000000000003,0.7199999999999998
NI,1992,FORREST,1992111718,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111718.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111718_sst_z_u_v.nc,True,val,6,0,True,True,-0.26699999999999946,0.8000000000000003
NI,1992,FORREST,1992111800,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111800.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111800_sst_z_u_v.nc,True,val,6,0,True,True,-0.11999999999999744,0.8739999999999997
NI,1992,FORREST,1992111806,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111806.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111806_sst_z_u_v.nc,True,val,6,0,True,True,0.0070000000000014495,0.8069999999999999
NI,1992,FORREST,1992111812,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111812.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111812_sst_z_u_v.nc,True,val,6,0,True,True,0.1529999999999987,0.7130000000000001
NI,1992,FORREST,1992111818,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111818.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111818_sst_z_u_v.nc,True,val,6,0,True,True,0.1930000000000014,0.6200000000000001
NI,1992,FORREST,1992111900,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111900.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111900_sst_z_u_v.nc,True,val,7,0,True,True,0.259999999999998,0.5130000000000003
NI,1992,FORREST,1992111906,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111906.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111906_sst_z_u_v.nc,True,val,7,3,True,True,0.31299999999999883,0.48
NI,1992,FORREST,1992111912,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111912.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111912_sst_z_u_v.nc,True,val,7,2,True,True,0.32700000000000173,0.40700000000000003
NI,1992,FORREST,1992111918,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992111918.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992111918_sst_z_u_v.nc,True,val,7,2,True,True,0.4469999999999992,0.3259999999999996
NI,1992,FORREST,1992112000,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992112000.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992112000_sst_z_u_v.nc,True,val,7,2,True,True,0.4939999999999998,0.2799999999999998
NI,1992,FORREST,1992112006,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992112006.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992112006_sst_z_u_v.nc,True,val,0,2,True,True,0.5820000000000007,0.2160000000000002
NI,1992,FORREST,1992112012,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992112012.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992112012_sst_z_u_v.nc,True,val,0,2,True,True,0.6550000000000011,0.19700000000000006
NI,1992,FORREST,1992112018,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992112018.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992112018_sst_z_u_v.nc,True,val,0,2,True,True,0.625,0.16700000000000026
NI,1992,FORREST,1992112100,NI1992BSTFORREST.txt,Env-Data/NI/1992/FORREST/1992112100.npy,Data3D/NI/1992/FORREST/TCND_FORREST_1992112100_sst_z_u_v.nc,True,val,-1,-1,True,True,,
